id,name,street_address,town,postcode,join_date,status,acquisition_source,churn_date
4228,Mary Jones,104 London Rd,Ryde,PO33 7WH,2023-08-06,Active,Organic,
4229,Robert Jones,134 York St,Sandown,PO36 5VT,2024-09-10,Churned,Local Fair,2025-11-06
4230,William Davies,29 Broadway,Shanklin,PO37 5AE,2024-05-09,Churned,Organic,2025-02-27
4231,Linda Brown,100 Queens Rd,Newport,PO30 8VY,2025-03-07,Active,Billboards,
4232,Linda Smith,65 Station Rd,Ryde,PO33 2OX,2023-01-09,Active,Organic,
4233,James Williams,34 Broadway,Bembridge,PO35 1XM,2026-03-03,Active,Organic,
4234,Linda Wright,110 Church Rd,Ryde,PO33 1RP,2024-08-11,Active,Organic,
4235,Michael Jones,30 Queens Rd,Bembridge,PO35 7RQ,2023-07-11,Active,Organic,
4236,Elizabeth Taylor,104 London Rd,Bembridge,PO35 5SX,2025-08-24,Active,Billboards,
4237,Mary Robinson,12 Main Rd,Bembridge,PO35 6EL,2026-04-09,Active,Organic,
4238,Jennifer Wright,17 London Rd,Newport,PO30 8NW,2023-10-16,Active,Organic,
4239,Robert Jones,97 Arctic Rd,Sandown,PO36 6TY,2024-09-18,Active,Local Fair,
4240,William Taylor,60 Broadway,Shanklin,PO37 2TC,2025-09-16,Active,Google Search,
4241,Elizabeth Williams,4 Church Rd,Sandown,PO36 2LS,2025-11-30,Active,Organic,
4242,Jennifer Davies,40 Main Rd,Newport,PO30 2XI,2024-06-05,Active,Local Fair,
4243,Elizabeth Davies,29 Arctic Rd,Newport,PO30 1SQ,2024-02-13,Active,Sponsorship,
4244,Robert Taylor,127 Church Rd,Newport,PO30 1AB,2026-01-21,Active,Organic,
4245,Elizabeth Johnson,62 Arctic Rd,Cowes,PO31 3BU,2025-09-05,Active,Organic,
4246,Mary Brown,53 Victoria Ave,Newport,PO30 3ZE,2024-10-28,Active,Google Search,
4247,Linda Wright,17 Arctic Rd,Ryde,PO33 4UQ,2024-07-03,Active,Organic,
4248,Robert Davies,10 High St,Ryde,PO33 2DB,2023-07-09,Active,Organic,
4249,Elizabeth Johnson,93 London Rd,Shanklin,PO37 1UC,2023-04-07,Active,Leaflets,
4250,Linda Williams,21 Main Rd,Ryde,PO33 8QZ,2023-10-01,Churned,Organic,2024-03-10
4251,Linda Wilson,48 Park Rd,Ventnor,PO38 6GL,2025-12-26,Active,Organic,
4252,Jennifer Taylor,128 Arctic Rd,Freshwater,PO40 9GE,2024-10-09,Active,Organic,
4253,Robert Taylor,11 Tithe Barn,Shanklin,PO37 2SI,2026-01-18,Active,Organic,
4254,Patricia Taylor,78 Arctic Rd,Totland Bay,PO39 6IG,2024-07-06,Churned,Door-to-Door,2025-10-02
4255,William Wright,35 Mill Hill Rd,Ryde,PO33 6PC,2024-04-06,Churned,Organic,2025-01-29
4256,James Jones,64 High St,Sandown,PO36 9GR,2025-04-12,Active,Door-to-Door,
4257,James Smith,2 Broadway,Newport,PO30 8OU,2023-10-20,Active,Leaflets,
4258,Mary Jones,57 High St,Ryde,PO33 4EP,2024-02-23,Active,Organic,
4259,John Johnson,138 Main Rd,Shanklin,PO37 9PM,2024-01-01,Active,Organic,
4260,James Jones,145 High St,Newport,PO30 9LV,2025-07-21,Active,Organic,
4261,James Robinson,147 York St,Newport,PO30 9NH,2023-04-07,Churned,Organic,2024-09-21
4262,Patricia Taylor,98 Queens Rd,Freshwater,PO40 2KI,2025-02-03,Active,Organic,
4263,Patricia Robinson,22 Arctic Rd,Sandown,PO36 5EM,2026-02-13,Active,Door-to-Door,
4264,John Wright,127 Tithe Barn,Seaview,PO34 1DH,2025-11-08,Active,Radio Ad,
4265,Linda Wilson,20 Broadway,Newport,PO30 9KP,2025-03-17,Active,Radio Ad,
4266,Robert Johnson,72 London Rd,Ryde,PO33 1ZT,2023-09-01,Active,Google Search,
4267,Linda Robinson,141 Park Rd,Sandown,PO36 3IK,2026-03-16,Active,Google Search,
4268,Michael Taylor,110 Church Rd,Ryde,PO33 2OP,2026-03-11,Active,Organic,
4269,Jennifer Brown,27 Main Rd,Newport,PO30 7TV,2024-02-05,Active,Sponsorship,
4270,Jennifer Taylor,52 Queens Rd,Newport,PO30 4UP,2025-09-14,Active,Google Search,
4271,Mary Taylor,59 Church Rd,Shanklin,PO37 8VD,2023-11-13,Active,Organic,
4272,Jennifer Taylor,137 High St,Newport,PO30 1CT,2024-08-19,Active,Organic,
4273,Robert Jones,98 York St,Ryde,PO33 9WN,2023-10-27,Active,Organic,
4274,Michael Robinson,80 London Rd,Sandown,PO36 3EC,2023-11-14,Active,Leaflets,
4275,Mary Wilson,95 Mill Hill Rd,Shanklin,PO37 8SU,2024-08-09,Active,Door-to-Door,
4276,Robert Johnson,100 Station Rd,Cowes,PO31 8NS,2023-09-02,Churned,Google Search,2025-02-28
4277,James Davies,50 Park Rd,Cowes,PO31 2DU,2026-03-04,Active,Organic,
4278,Elizabeth Johnson,136 Queens Rd,Ryde,PO33 2VH,2025-05-07,Active,Radio Ad,
4279,Linda Williams,73 Broadway,Shanklin,PO37 5TY,2023-11-19,Active,Leaflets,
4280,William Wright,96 Victoria Ave,Sandown,PO36 6WH,2024-04-09,Active,Organic,
4281,William Brown,140 Victoria Ave,Cowes,PO31 3LW,2024-03-26,Active,Local Fair,
4282,Elizabeth Brown,149 Church Rd,Shanklin,PO37 1IR,2023-04-01,Active,Organic,
4283,Elizabeth Brown,119 Arctic Rd,Totland Bay,PO39 2JW,2023-12-29,Active,Organic,
4284,Elizabeth Smith,146 York St,Ventnor,PO38 2AI,2023-02-28,Active,Organic,
4285,Michael Wright,33 Church Rd,Ryde,PO33 5WE,2025-11-10,Active,Google Search,
4286,John Wilson,127 Station Rd,Ryde,PO33 9QS,2024-12-25,Active,Organic,
4287,Elizabeth Brown,141 Broadway,Bembridge,PO35 8TH,2023-04-27,Active,Instagram Influencer,
4288,Robert Williams,52 London Rd,East Cowes,PO32 4GE,2023-04-12,Active,Leaflets,
4289,Jennifer Johnson,52 Church Rd,East Cowes,PO32 4SW,2024-06-13,Active,Organic,
4290,John Taylor,105 Victoria Ave,Sandown,PO36 8WP,2025-09-20,Active,Google Search,
4291,Robert Davies,75 High St,Ryde,PO33 6LT,2023-08-20,Active,Door-to-Door,
4292,Elizabeth Williams,126 London Rd,Ryde,PO33 6KP,2024-09-15,Churned,Local Fair,2026-02-08
4293,Linda Robinson,21 Station Rd,Sandown,PO36 9IL,2023-11-27,Active,Organic,
4294,Jennifer Brown,96 Park Rd,Ryde,PO33 4TF,2024-10-14,Active,Google Search,
4295,Elizabeth Williams,16 Mill Hill Rd,Newport,PO30 9UR,2023-10-12,Active,Organic,
4296,Robert Wilson,71 Park Rd,East Cowes,PO32 7FF,2024-02-01,Churned,Leaflets,2024-05-13
4297,James Davies,31 Park Rd,Totland Bay,PO39 8MT,2025-03-05,Active,Billboards,
4298,Jennifer Taylor,11 London Rd,Newport,PO30 3IH,2024-11-07,Churned,Sponsorship,2025-12-03
4299,Robert Wilson,23 Main Rd,East Cowes,PO32 5JB,2023-01-19,Churned,Organic,2024-01-22
4300,Patricia Johnson,79 Tithe Barn,Shanklin,PO37 1IC,2023-12-28,Active,Organic,
4301,Linda Smith,70 Broadway,Newport,PO30 7BI,2023-02-22,Active,Door-to-Door,
4302,Jennifer Taylor,75 Park Rd,Ryde,PO33 5XP,2023-01-23,Active,Sponsorship,
4303,John Jones,24 Victoria Ave,Shanklin,PO37 7SQ,2025-08-12,Active,Organic,
4304,James Johnson,37 Main Rd,East Cowes,PO32 3YV,2024-12-09,Active,Google Search,
4305,Jennifer Johnson,145 Broadway,Seaview,PO34 8IU,2023-10-20,Active,Organic,
4306,Robert Jones,42 London Rd,Newport,PO30 8ZU,2025-03-27,Active,Facebook Ads,
4307,Michael Brown,65 Broadway,Shanklin,PO37 1BJ,2026-02-14,Active,Door-to-Door,
4308,Jennifer Williams,85 London Rd,East Cowes,PO32 9UR,2024-04-24,Active,Billboards,
4309,Mary Smith,88 Queens Rd,Cowes,PO31 7LO,2025-01-07,Active,Door-to-Door,
4310,John Williams,99 Broadway,Ryde,PO33 2LI,2025-01-20,Active,Google Search,
4311,Linda Taylor,55 London Rd,Cowes,PO31 4KH,2023-10-11,Churned,Radio Ad,2025-02-05
4312,William Williams,52 High St,Newport,PO30 3QE,2024-01-09,Active,Organic,
4313,William Smith,115 High St,Newport,PO30 9NH,2024-07-02,Active,Organic,
4314,Jennifer Jones,120 High St,Newport,PO30 3DR,2023-11-08,Churned,Sponsorship,2024-05-30
4315,Michael Brown,38 York St,Ryde,PO33 2TH,2024-07-21,Active,Organic,
4316,Elizabeth Wright,107 High St,East Cowes,PO32 4PW,2026-04-14,Active,Organic,
4317,James Taylor,128 London Rd,Newport,PO30 1CT,2026-03-07,Active,Google Search,
4318,John Johnson,68 London Rd,Newport,PO30 2LS,2025-11-15,Active,Organic,
4319,Elizabeth Davies,114 Broadway,Newport,PO30 2AK,2026-01-11,Active,Organic,
4320,William Brown,132 Queens Rd,Sandown,PO36 1HK,2023-04-22,Active,Instagram Influencer,
4321,Elizabeth Taylor,65 Queens Rd,Ryde,PO33 8NG,2024-05-29,Active,Organic,
4322,Patricia Wilson,15 Queens Rd,Shanklin,PO37 8MG,2024-11-03,Active,Organic,
4323,Mary Taylor,31 Station Rd,Newport,PO30 8RR,2025-04-14,Active,Organic,
4324,Mary Brown,85 Queens Rd,Ryde,PO33 7KT,2023-05-01,Churned,Organic,2023-08-01
4325,Michael Brown,132 York St,Ryde,PO33 7OR,2024-10-29,Active,Google Search,
4326,Michael Williams,45 Queens Rd,Ryde,PO33 8BA,2023-03-26,Active,Leaflets,
4327,Robert Taylor,57 Broadway,Freshwater,PO40 6BJ,2023-02-08,Active,Radio Ad,
4328,Linda Wilson,103 Victoria Ave,East Cowes,PO32 5OG,2024-09-07,Active,Local Fair,
4329,Patricia Smith,80 Queens Rd,East Cowes,PO32 7VW,2024-03-12,Active,Local Fair,
4330,Mary Wilson,104 Tithe Barn,Ryde,PO33 2VH,2025-05-09,Active,Organic,
4331,Elizabeth Wright,19 Tithe Barn,Seaview,PO34 8KU,2024-08-24,Active,Organic,
4332,Michael Jones,145 Church Rd,Seaview,PO34 2MD,2025-02-01,Active,Leaflets,
4333,John Davies,107 Mill Hill Rd,Newport,PO30 9QG,2025-04-25,Active,Radio Ad,
4334,Mary Taylor,26 Broadway,Bembridge,PO35 5ST,2023-06-20,Active,Organic,
4335,Linda Jones,75 Victoria Ave,Bembridge,PO35 5LV,2023-06-25,Churned,Organic,2024-06-13
4336,Elizabeth Wright,141 Station Rd,Sandown,PO36 6WH,2023-03-07,Active,Door-to-Door,
4337,Patricia Johnson,55 Arctic Rd,Newport,PO30 7BI,2025-08-14,Active,Organic,
4338,John Johnson,37 High St,Newport,PO30 1HQ,2023-07-01,Active,Google Search,
4339,Michael Smith,96 Victoria Ave,Shanklin,PO37 3LP,2023-05-18,Active,Organic,
4340,Michael Johnson,62 Mill Hill Rd,Cowes,PO31 4EX,2026-01-11,Active,Radio Ad,
4341,Mary Brown,128 York St,Newport,PO30 7KE,2024-02-03,Active,Leaflets,
4342,John Davies,44 Arctic Rd,Ryde,PO33 7ZL,2026-01-27,Active,Organic,
4343,Patricia Robinson,142 York St,Newport,PO30 9SL,2024-06-09,Active,Organic,
4344,James Jones,81 Broadway,Ryde,PO33 1NE,2024-03-14,Active,Organic,
4345,Linda Johnson,141 London Rd,Cowes,PO31 9LL,2026-03-03,Active,Organic,
4346,Elizabeth Robinson,34 Arctic Rd,Bembridge,PO35 6AC,2025-07-10,Active,Organic,
4347,Michael Smith,23 London Rd,Cowes,PO31 6MM,2024-11-20,Active,Organic,
4348,James Robinson,100 Main Rd,Ryde,PO33 5QP,2023-12-20,Active,Organic,
4349,Mary Robinson,33 York St,Cowes,PO31 2CM,2026-01-21,Active,Organic,
4350,Patricia Brown,54 Station Rd,East Cowes,PO32 1ZR,2024-01-28,Active,Instagram Influencer,
4351,William Wilson,139 Broadway,Shanklin,PO37 2IG,2025-11-28,Active,Organic,
4352,Michael Brown,86 Victoria Ave,Ryde,PO33 5LI,2026-03-20,Active,Organic,
4353,William Wilson,123 Broadway,East Cowes,PO32 2UO,2026-02-08,Active,Facebook Ads,
4354,Robert Jones,20 Church Rd,Newport,PO30 7OK,2024-01-06,Active,Organic,
4355,John Brown,24 Victoria Ave,Newport,PO30 2ZU,2024-05-23,Active,Organic,
4356,Mary Robinson,70 Tithe Barn,Newport,PO30 7FZ,2025-04-16,Active,Organic,
4357,Jennifer Smith,98 High St,Yarmouth,PO41 4KR,2024-02-01,Active,Organic,
4358,Linda Johnson,51 Queens Rd,Newport,PO30 6QG,2026-03-11,Active,Google Search,
4359,Patricia Jones,79 Queens Rd,Ryde,PO33 2TH,2025-01-27,Active,Facebook Ads,
4360,Patricia Robinson,145 Church Rd,Ryde,PO33 8AZ,2023-07-01,Active,Google Search,
4361,Jennifer Wright,105 Park Rd,Cowes,PO31 6CN,2025-01-22,Active,Organic,
4362,Linda Robinson,131 Tithe Barn,Newport,PO30 9AF,2024-11-19,Active,Organic,
4363,Elizabeth Smith,68 Arctic Rd,Bembridge,PO35 9DP,2025-07-08,Active,Organic,
4364,Linda Williams,34 Tithe Barn,Ryde,PO33 5ZK,2024-04-28,Active,Facebook Ads,
4365,James Johnson,147 Queens Rd,Ryde,PO33 9IL,2025-11-25,Active,Organic,
4366,Patricia Jones,92 Church Rd,Newport,PO30 8NW,2023-05-20,Active,Radio Ad,
4367,Elizabeth Williams,136 Station Rd,East Cowes,PO32 6WZ,2023-11-11,Active,Sponsorship,
4368,Michael Wright,145 Park Rd,Freshwater,PO40 4JX,2023-11-12,Active,Organic,
4369,John Williams,61 Main Rd,Cowes,PO31 6FU,2023-08-01,Active,Leaflets,
4370,Elizabeth Wright,101 London Rd,Ryde,PO33 3QX,2025-09-30,Active,Instagram Influencer,
4371,James Wilson,12 Victoria Ave,Sandown,PO36 3IW,2024-05-18,Active,Organic,
4372,Jennifer Williams,44 Main Rd,East Cowes,PO32 5ZY,2025-10-30,Active,Google Search,
4373,John Williams,39 Arctic Rd,Newport,PO30 1CV,2023-01-19,Active,Organic,
4374,William Smith,2 Arctic Rd,Newport,PO30 1HS,2024-05-17,Churned,Organic,2025-10-06
4375,Michael Jones,72 Station Rd,Seaview,PO34 5CQ,2023-07-14,Churned,Organic,2025-01-26
4376,Robert Williams,12 Main Rd,Newport,PO30 9NV,2024-05-23,Active,Organic,
4377,Jennifer Taylor,67 Park Rd,Ryde,PO33 2KK,2024-04-30,Active,Organic,
4378,Michael Davies,150 High St,East Cowes,PO32 6SN,2023-05-13,Active,Organic,
4379,Robert Jones,133 Tithe Barn,Shanklin,PO37 9US,2023-07-11,Active,Door-to-Door,
4380,James Johnson,129 London Rd,Ryde,PO33 1SQ,2025-08-12,Active,Organic,
4381,Patricia Jones,115 Victoria Ave,East Cowes,PO32 1CI,2025-06-06,Active,Organic,
4382,Patricia Brown,128 Church Rd,East Cowes,PO32 7TD,2024-04-02,Churned,Organic,2025-07-02
4383,Jennifer Robinson,4 Queens Rd,Newport,PO30 2PH,2024-12-20,Active,Organic,
4384,Jennifer Smith,4 London Rd,Seaview,PO34 6HM,2024-05-15,Active,Organic,
4385,John Robinson,123 Tithe Barn,Newport,PO30 7FZ,2023-11-08,Active,Sponsorship,
4386,Mary Wilson,13 Tithe Barn,Seaview,PO34 4ZR,2023-11-03,Churned,Organic,2024-11-10
4387,Michael Davies,145 Tithe Barn,Newport,PO30 9MB,2026-02-21,Active,Facebook Ads,
4388,John Johnson,72 Main Rd,Cowes,PO31 2QY,2024-02-22,Active,Organic,
4389,Elizabeth Wilson,99 Main Rd,Ryde,PO33 7NW,2024-07-10,Active,Sponsorship,
4390,James Jones,15 York St,Ryde,PO33 1VF,2025-09-23,Active,Organic,
4391,Michael Smith,7 Arctic Rd,East Cowes,PO32 4WZ,2026-03-18,Active,Organic,
4392,James Wilson,34 Queens Rd,Newport,PO30 2IL,2025-07-22,Active,Organic,
4393,James Taylor,142 York St,Ryde,PO33 2WK,2025-08-19,Active,Organic,
4394,Elizabeth Taylor,46 Broadway,East Cowes,PO32 6ZF,2024-03-26,Active,Local Fair,
4395,Linda Jones,127 London Rd,Shanklin,PO37 8FQ,2023-09-29,Active,Organic,
4396,Jennifer Johnson,54 York St,Shanklin,PO37 9MG,2023-12-16,Active,Organic,
4397,Michael Williams,59 Park Rd,Bembridge,PO35 8KC,2024-06-07,Churned,Organic,2024-10-03
4398,William Jones,10 High St,Shanklin,PO37 6IZ,2025-10-12,Active,Radio Ad,
4399,John Taylor,17 Broadway,Newport,PO30 5WL,2024-11-23,Active,Organic,
4400,Mary Johnson,21 High St,Newport,PO30 3ZE,2024-06-30,Active,Leaflets,
4401,Mary Smith,18 Park Rd,Newport,PO30 9DF,2023-10-18,Active,Door-to-Door,
4402,Jennifer Robinson,84 Main Rd,Freshwater,PO40 6JQ,2025-01-21,Active,Organic,
4403,Patricia Smith,22 Mill Hill Rd,Sandown,PO36 1KI,2025-03-02,Active,Billboards,
4404,Robert Williams,101 High St,Shanklin,PO37 1CM,2023-07-22,Active,Organic,
4405,Jennifer Johnson,97 London Rd,Sandown,PO36 1JP,2025-07-23,Active,Instagram Influencer,
4406,Robert Brown,6 Mill Hill Rd,Newport,PO30 8IK,2025-04-10,Active,Door-to-Door,
4407,William Jones,100 Mill Hill Rd,Newport,PO30 6IV,2023-09-14,Active,Google Search,
4408,John Davies,20 High St,Newport,PO30 9RM,2023-02-09,Active,Radio Ad,
4409,Mary Williams,105 Arctic Rd,Newport,PO30 9RN,2024-06-06,Active,Organic,
4410,John Wright,63 Arctic Rd,Newport,PO30 6BR,2023-04-12,Active,Organic,
4411,Michael Wilson,117 Station Rd,Freshwater,PO40 9QL,2024-05-11,Active,Organic,
4412,John Williams,45 Station Rd,Seaview,PO34 5AU,2023-12-15,Active,Organic,
4413,John Taylor,65 High St,Ryde,PO33 7OR,2025-01-31,Active,Facebook Ads,
4414,Jennifer Wilson,5 Arctic Rd,Bembridge,PO35 3ZD,2024-04-29,Active,Facebook Ads,
4415,Jennifer Taylor,128 York St,Totland Bay,PO39 5US,2024-11-26,Churned,Organic,2025-04-23
4416,William Taylor,62 York St,Bembridge,PO35 3GM,2023-01-09,Active,Organic,
4417,Elizabeth Smith,53 Mill Hill Rd,Shanklin,PO37 8MG,2026-01-01,Active,Organic,
4418,Michael Johnson,103 Station Rd,Newport,PO30 5HX,2023-11-25,Active,Organic,
4419,John Davies,10 Mill Hill Rd,Ryde,PO33 4QD,2023-03-15,Active,Organic,
4420,Patricia Wilson,59 York St,Sandown,PO36 2AQ,2023-10-21,Churned,Leaflets,2024-05-17
4421,Jennifer Wright,69 Church Rd,Cowes,PO31 5XS,2023-07-18,Active,Organic,
4422,Linda Wright,3 Mill Hill Rd,Cowes,PO31 7PR,2023-07-25,Active,Organic,
4423,James Wright,107 Mill Hill Rd,Newport,PO30 6GX,2024-10-22,Active,Google Search,
4424,Elizabeth Smith,89 Arctic Rd,Seaview,PO34 6AA,2024-05-30,Active,Organic,
4425,Linda Smith,45 Queens Rd,Shanklin,PO37 6ZO,2023-06-25,Active,Organic,
4426,Linda Wright,84 Arctic Rd,Ryde,PO33 2SV,2025-04-18,Active,Sponsorship,
4427,Linda Wright,70 Queens Rd,Ryde,PO33 2CF,2025-05-24,Active,Organic,
4428,William Brown,62 Park Rd,Sandown,PO36 6VM,2024-10-11,Active,Organic,
4429,Jennifer Brown,88 London Rd,Ryde,PO33 7VE,2025-10-28,Active,Organic,
4430,John Robinson,101 High St,Sandown,PO36 5YR,2023-05-21,Active,Organic,
4431,Michael Wilson,23 Broadway,Sandown,PO36 7ZS,2026-01-04,Active,Organic,
4432,William Johnson,79 Church Rd,Newport,PO30 5IV,2026-03-25,Active,Organic,
4433,Elizabeth Brown,96 Arctic Rd,Bembridge,PO35 7SA,2025-01-01,Active,Door-to-Door,
4434,Michael Jones,85 Queens Rd,Ryde,PO33 3UI,2024-02-28,Active,Organic,
4435,Jennifer Wilson,37 Victoria Ave,Shanklin,PO37 2HW,2025-10-05,Active,Organic,
4436,Linda Taylor,38 Victoria Ave,Ventnor,PO38 1MG,2024-11-26,Active,Organic,
4437,Jennifer Johnson,140 Station Rd,Ryde,PO33 9IL,2024-06-21,Active,Door-to-Door,
4438,James Taylor,71 Park Rd,Newport,PO30 6OM,2025-01-31,Active,Organic,
4439,Linda Wright,36 Mill Hill Rd,Shanklin,PO37 7QS,2025-06-12,Active,Door-to-Door,
4440,James Robinson,43 Mill Hill Rd,Totland Bay,PO39 1DW,2025-08-24,Active,Billboards,
4441,Mary Williams,135 London Rd,East Cowes,PO32 6GR,2025-08-05,Active,Radio Ad,
4442,James Jones,99 Church Rd,Ryde,PO33 8XI,2024-02-18,Active,Organic,
4443,Jennifer Taylor,135 Main Rd,Ryde,PO33 9PR,2025-04-20,Active,Organic,
4444,Elizabeth Williams,88 Main Rd,Sandown,PO36 3HW,2024-02-09,Active,Sponsorship,
4445,Linda Wright,134 Station Rd,Sandown,PO36 3FF,2024-02-12,Active,Organic,
4446,Mary Davies,5 York St,Cowes,PO31 5PU,2025-08-21,Active,Organic,
4447,Linda Jones,111 York St,Ventnor,PO38 4DI,2024-11-04,Active,Organic,
4448,William Wright,74 Mill Hill Rd,Newport,PO30 9RP,2023-02-12,Active,Organic,
4449,Mary Williams,28 Main Rd,Shanklin,PO37 7QS,2023-04-29,Active,Instagram Influencer,
4450,Elizabeth Robinson,75 High St,Newport,PO30 7NJ,2023-05-18,Active,Organic,
4451,Jennifer Williams,140 Church Rd,Seaview,PO34 1QX,2025-09-02,Active,Organic,
4452,Mary Wright,143 Park Rd,Newport,PO30 8VY,2025-06-27,Active,Organic,
4453,John Robinson,48 London Rd,Ryde,PO33 6VT,2025-07-11,Active,Organic,
4454,Jennifer Jones,50 Mill Hill Rd,Newport,PO30 8NX,2026-04-03,Active,Organic,
4455,Robert Robinson,60 Queens Rd,Sandown,PO36 4QJ,2024-09-20,Active,Organic,
4456,John Williams,59 High St,Cowes,PO31 9ZG,2024-09-04,Active,Organic,
4457,Elizabeth Taylor,141 Victoria Ave,Newport,PO30 5CF,2024-04-20,Active,Billboards,
4458,James Brown,126 Arctic Rd,Newport,PO30 2WU,2023-01-31,Active,Organic,
4459,Robert Wilson,71 Arctic Rd,East Cowes,PO32 9EW,2023-08-27,Churned,Organic,2024-12-08
4460,William Wright,121 Victoria Ave,Newport,PO30 4HL,2025-09-27,Active,Google Search,
4461,Patricia Taylor,10 Tithe Barn,Sandown,PO36 1TX,2024-01-29,Active,Organic,
4462,James Davies,108 Victoria Ave,Sandown,PO36 9MJ,2026-04-04,Active,Google Search,
4463,Michael Smith,3 Tithe Barn,Ventnor,PO38 1HL,2025-09-27,Active,Google Search,
4464,William Brown,48 Victoria Ave,East Cowes,PO32 1UQ,2025-03-24,Active,Facebook Ads,
4465,Jennifer Johnson,72 Tithe Barn,Newport,PO30 1YK,2025-07-21,Active,Organic,
4466,Mary Jones,10 York St,Bembridge,PO35 9DG,2024-02-23,Active,Organic,
4467,Elizabeth Smith,89 High St,Yarmouth,PO41 2WY,2024-02-09,Active,Sponsorship,
4468,Jennifer Brown,86 Victoria Ave,Cowes,PO31 9LN,2025-08-29,Active,Door-to-Door,
4469,Elizabeth Brown,46 Victoria Ave,Newport,PO30 8LK,2025-07-01,Active,Door-to-Door,
4470,Mary Jones,48 Tithe Barn,Ventnor,PO38 1XJ,2026-01-19,Active,Organic,
4471,Mary Smith,30 Arctic Rd,Newport,PO30 8LK,2024-01-19,Active,Organic,
4472,Jennifer Johnson,34 Mill Hill Rd,Newport,PO30 1DZ,2023-06-22,Active,Organic,
4473,Michael Johnson,53 Victoria Ave,Newport,PO30 9MD,2024-06-13,Active,Organic,
4474,Michael Davies,24 London Rd,Totland Bay,PO39 2DF,2026-01-21,Active,Organic,
4475,Linda Robinson,96 Broadway,East Cowes,PO32 4VH,2023-12-19,Active,Organic,
4476,James Johnson,105 Queens Rd,Newport,PO30 5GV,2023-11-02,Active,Organic,
4477,William Wright,86 Victoria Ave,Cowes,PO31 9MB,2023-09-11,Active,Google Search,
4478,Jennifer Brown,93 Tithe Barn,Newport,PO30 7OK,2024-06-19,Active,Organic,
4479,Mary Wilson,57 London Rd,Sandown,PO36 8QY,2024-10-30,Active,Organic,
4480,James Davies,139 Mill Hill Rd,Ryde,PO33 7MD,2025-10-09,Active,Organic,
4481,William Jones,31 Main Rd,Newport,PO30 6GX,2025-07-30,Active,Radio Ad,
4482,Robert Smith,26 Park Rd,Ryde,PO33 2YP,2024-08-19,Active,Organic,
4483,William Williams,34 Park Rd,Freshwater,PO40 5JC,2023-04-17,Active,Instagram Influencer,
4484,Patricia Davies,11 Broadway,Ventnor,PO38 4VZ,2025-07-08,Active,Door-to-Door,
4485,Michael Smith,117 Station Rd,Newport,PO30 7TJ,2026-04-16,Active,Organic,
4486,Elizabeth Robinson,109 Arctic Rd,Ryde,PO33 2VV,2023-06-18,Active,Sponsorship,
4487,John Johnson,11 Church Rd,Bembridge,PO35 6NF,2025-02-19,Active,Organic,
4488,James Robinson,145 London Rd,Freshwater,PO40 4PY,2025-03-01,Active,Billboards,
4489,Linda Robinson,101 Queens Rd,Newport,PO30 4LC,2025-01-31,Active,Leaflets,
4490,Patricia Jones,137 Broadway,Bembridge,PO35 2FG,2023-11-03,Active,Facebook Ads,
4491,Jennifer Johnson,3 Broadway,Totland Bay,PO39 3RW,2023-08-18,Active,Organic,
4492,Patricia Williams,19 Victoria Ave,Newport,PO30 2QA,2025-05-04,Active,Organic,
4493,Robert Johnson,114 Church Rd,Newport,PO30 4EB,2026-02-19,Active,Organic,
4494,Jennifer Brown,12 Broadway,Newport,PO30 9GN,2025-08-14,Active,Organic,
4495,Mary Wilson,33 High St,Totland Bay,PO39 2GE,2023-03-30,Churned,Organic,2023-07-24
4496,Jennifer Williams,119 Main Rd,Cowes,PO31 2GF,2023-12-02,Active,Instagram Influencer,
4497,James Smith,132 Main Rd,Totland Bay,PO39 3DM,2026-01-04,Active,Organic,
4498,Michael Smith,91 Broadway,Newport,PO30 4SM,2023-12-28,Active,Organic,
4499,Jennifer Davies,28 Station Rd,East Cowes,PO32 6OG,2023-11-22,Active,Google Search,
4500,Patricia Robinson,61 Arctic Rd,Ryde,PO33 9RA,2026-02-05,Active,Organic,
4501,Linda Robinson,80 Station Rd,East Cowes,PO32 8TA,2023-01-23,Active,Sponsorship,
4502,William Wilson,58 Park Rd,Ryde,PO33 1RU,2023-05-05,Active,Organic,
4503,John Wright,141 Mill Hill Rd,Cowes,PO31 8QX,2024-04-23,Active,Facebook Ads,
4504,Robert Brown,65 Tithe Barn,Newport,PO30 7KE,2025-09-11,Active,Organic,
4505,Michael Wright,85 Station Rd,Cowes,PO31 2ZR,2024-11-12,Churned,Organic,2025-04-15
